,Cidade,País,Curso,Empresa dos sonhos,Educação,Nível de inglês,Nível de excel,Cursos extras,Gênero,Interesses,Outras línguas,Referência,Universidade,Estado,Situação
169,campinas,brasil,estatística,a que incorpore meus interesses,graduação,advanced,advanced,datacamp,masculino,"consultoria, financeira, bigdata, cientista de dados",japonês (intermediário) e espanhol (intermediário),facebook,unicamp,são paulo,checkedin
170,campinas,brasil,engenharia civil,,graduação,intermediate,intermediate,,masculino,gestão de custos,francês intermedi´rio,amigo,unicamp,são paulo,checkedin
171,,,estatística,unilever,graduação,,,,feminino,setor de qualidade,,facebook,unicamp,,checkedin
172,jundiaí,brasil,estatística,google,graduação,advanced,,,masculino,"financeiro, tecnologia",,amigo,unicamp,são paulo,checkedin
173,campinas,brasil,arquitetura e urbanismo,,graduação,intermediate,intermediate,,feminino,"pesquisa, projeto etc.",,amigo,unicamp,são paulo,checkedin
174,,,,,ensino fundamental,,,,feminino,tecnologia e consultoria,,facebook,,,confirmed
175,,,química tecnológica,,graduação,,,,masculino,"pesquisa de desenvolvimento, supply chain, qualidade, etc",,facebook,unicamp,,checkedin
176,campinas,brasil,engenharia agrícola,,graduação,advanced,basic,,masculino,comercial e financeira,,camila skaf,unicamp,são paulo,checkedin
177,campinas,brasil,engenharia civil,,graduação,basic,intermediate,,masculino,"construção civil, cálculo estrutural.",,amigo,unisal,são paulo,checkedin
178,,,química,,graduação,,,,masculino,quimica,,amigos,unicamp,,confirmed
179,limeira,brasil,curso superior de tecnologia em análise e desenvolvimento de sistemas,,graduação,basic,intermediate,data science udemy,masculino,ti,,facebook,unicamp,são paulo,checkedin
180,,,engenharia de computação,,graduação,,,,feminino,"financeiro, pesquisa, informática",,unicamp,unicamp,,checkedin
181,campinas,brasil,ciências biológicas,,graduação,intermediate,intermediate,,feminino,pesquisa e desenvolvimento,,facebook,unicamp,são paulo,confirmed
182,limeira,brasil,administração,,graduação,advanced,basic,,feminino,"financeiro, comunicação, marketing, rh",,amigo,unicamp,são paulo,checkedin
183,sorocaba,brasil,física,,graduação,advanced,intermediate,,masculino,"consultoria, pesquisa, tecnologia",espanhol intermediário,facebook,unicamp,são paulo,checkedin
184,campinas,brasil,engenharia de alimentos,,graduação,intermediate,basic,,masculino,"pesquisa, consultoria",,facebook,unicamp,são paulo,checkedin
185,campinas,brasil,programa de formação interdisciplinar superior - profis,,graduação,,,,masculino,"consultoria, operações.",,amigo,unicamp,são paulo,checkedin
186,,,,,ensino médio,,,,masculino,informática,,já participei outros anos,,,checkedin
187,campinas,brasil,fonoaudiologia,,graduação,,,,feminino,audiologia,,amigo,puccamp,são paulo,checkedin
188,osasco,brasil,engenharia mecânica,,graduação,advanced,advanced,,masculino,mercado financeiro,,facebook,unicamp,,confirmed
189,são paulo,brasil,engenharia civil,,graduação,advanced,advanced,,masculino,"consultoria, financeiro, obra",,amigo e facebook,unicamp,são paulo,confirmed
190,valinhos,brasil,economia,tetra pak,ensino fundamental,advanced,intermediate,,feminino,"controladoria, planejamento",italiano,instagram,unicamp,são paulo,checkedin
191,,brasil,administração,,graduação,intermediate,intermediate,,feminino,"rh, compras, marketing",,amigo,unicamp,são paulo,confirmed
192,campinas,brasil,programa de formação interdisciplinar superior - profis,,graduação,basic,basic,,feminino,"pesquisa, financeiro, saúde, publicidade.",,facebook,unicamp,são paulo,checkedin
193,campinas,brasil,sistemas de informação,itaú,graduação,intermediate,advanced,"greenbelt, excel",feminino,"tecnologia da informação , análise de dados",,unicamp,unicamp,são paulo,confirmed
194,limeira,brasil,engenharia civil,,doutorado,intermediate,intermediate,"meio ambiente (centro paula souza), iso 17025 (leal)",masculino,"pesquisa, consultoria,  saneamento",espanhol,divulgação online,unicamp,são paulo,confirmed
195,guaxupé,brasil,farmácia,,graduação,intermediate,intermediate,,feminino,"consultoria, pesquisa",,facebook,unicamp,minas gerais,checkedin
196,americana,brasil,engenharia física,500 startups,graduação,advanced,advanced,general business program; gerenciamento de projetos; liderança na prática (32h); processos seletivos na prática,masculino,"consultoria, venture capital",,facebook,usp - sp,são paulo,confirmed
197,campinas,brasil,engenharia de controle e automação,embraer,graduação,intermediate,advanced,"curso profissionalizante  de desenho industrial, curso de administração e produção  pelo instituto fomare - robert bosch",masculino,"engenharia, administração e/ou supervisão técnica",espanhol - básico,amigos,unip,são paulo,checkedin
198,,afeganistão,engenharia mecânica,,graduação,advanced,intermediate,,masculino,"consultoria, financeiro, industria (parte administrativa)",,amigo,unicamp,,confirmed
199,campinas,brasil,física,siemens,graduação,advanced,advanced,"design handling e marketing & product management, ferramentas de qualidade, gerenciamento de projetos, desenvolvimento ios, comunicação, data analysis: trabalhando com dados e estatísticas, machine learning: introdução a classificação, python",masculino,"product manager, business development","alemão b1, italiano a2",facebook,unicamp,são paulo,checkedin
200,paulínia,brasil,engenharia de alimentos,tetra pack,graduação,advanced,intermediate,curso excel,feminino,engenheria de processos,espanhol básico,facebook,unicamp,são paulo,confirmed
201,campinas,brasil,administração,ibm; unilever; honda; google; facebook; twitter; 3m,graduação,intermediate,intermediate,,masculino,logística/supply chain; comércio exterior,,facebook,facamp,são paulo,checkedin
202,,,licenciatura em física,,graduação,advanced,basic,,feminino,educação,,facebook,unicamp,,checkedin
203,campinas,brasil,engenharia mecânica,spacex,graduação,advanced,advanced,desenvolvimento de apps android,masculino,desenvolvimento de produto,mittelstufe deutsch,sigo vocês faz anos. acho que uma das palestras do mte no início do curso,unicamp,são paulo,checkedin
204,cosmópolis,brasil,engenharia da computação,ibm,graduação,intermediate,advanced,"manutenção aeronáutica, hardware, mundo do trabalho, web design, design gráfico",masculino,"desenvolvimento, tecnologia, pesquisa, administração, financeiro",espanhol intermediário,grupo de auto-suficiência,universidade virtual do estado de são paulo,são paulo,checkedin
205,campinas,brasil,engenharia de controle e automação,,graduação,advanced,advanced,,masculino,financeiro,,facebook,unicamp,são paulo,checkedin
206,campinas,brasil,química tecnológica,,graduação,,,,masculino,pesquisa,,faculdade,unicamp,são paulo,checkedin
207,campinas,brasil,engenharia elétrica,,graduação,basic,advanced,,feminino,industria,,g1 br,universidade paulista,são paulo,checkedin
208,campinas,brasil,física,,graduação,basic,basic,técnico em mecatrônica,masculino,"projetos, desenvolvimento de tecnologia, pesquisa, startups",,amigos,unicamp,são paulo,confirmed
209,indaiatuba,brasil,engenharia ambiental,tetra pak /honda/toyota,graduação,intermediate,intermediate,,feminino,"auditoria ambienta, gerenciamento de resíduos sólidos, tratamento de efluentes, meio ambiente",japonês avançado,facebook,unesp,são paulo,checkedin
210,campinas,brasil,química tecnológica,petrobras,graduação,advanced,basic,intercâmbio,feminino,"pesquisa,laboratório",espanhol intermediário,amigo,unicamp,são paulo,checkedin
211,campinas,brasil,engenharia de alimentos,unilever,graduação,intermediate,intermediate,,feminino,"financeiro, pesquisa e desenvolvimento",espanhol intermediario; mandarim basico,facebook,unicamp,são paulo,confirmed
212,campinas,brasil,estatística,google,graduação,advanced,intermediate,,feminino,"consultoria, pesquisa","inglês fluente, espanhol intermediário",unicamp,unicamp,são paulo,checkedin
213,campinas,brasil,química tecnológica,"anvisa, danone, natura, unilever",graduação,intermediate,advanced,,feminino,"consultoria de qualidade, pesquisa ou controle de qualidade",,amigo,unicamp,são paulo,confirmed
214,são paulo,brasil,engenharia civil,,graduação,advanced,intermediate,,feminino,"consultoria, financeiro, engenharia civil",espanhol intermediário,amigo,unicamp,são paulo,checkedin
215,campinas,brasil,engenharia elétrica,,graduação,advanced,intermediate,"investimentos, gestão de carteiras, derivativos, programação python, extracurricular automotiva.",masculino,"automotiva, consultoria",italiano,facebook,unicamp,são paulo,confirmed
216,hortolândia,brasil,engenharia elétrica,"aes, bosch e mercedes",graduação,advanced,intermediate,udemy academy (excel e ms project),masculino,"qualidade, p&d, análise de falhas, desenvolvimento de produto",,email,universidade são francisco,são paulo,checkedin
217,hortolândia,brasil,enfermagem,unicamp,graduação,intermediate,intermediate,,feminino,"assistência em saúde, docência",,amigo,unicamp,são paulo,checkedin
218,limeira,brasil,administração,,graduação,intermediate,intermediate,,masculino,"marketing, rh, comercial",,facebook,unicamp,são paulo,confirmed
219,campinas,brasil,publicidade e propaganda,pwc,graduação,advanced,intermediate,"europe in the world of business - utrecht university; workshop de storytelling em inglês, pela escola ikigai.",feminino,"publicidade, marketing, propaganda, comunicação.",,facebook,unicamp,são paulo,confirmed
220,,afeganistão,engenharia civil,,graduação,,,,masculino,financeiro e consultoria,,facebook,unicamp,,checkedin
221,campinas,brasil,engenharia química,,graduação,advanced,advanced,"microsoft office avançado, excel vba",masculino,"consultoria, controle de processos, indústria, administrativo",espanhol básico,email,unicamp,são paulo,confirmed
222,campinas,brasil,engenharia agrícola,dow,graduação,intermediate,intermediate,,feminino,"alimentos, logística, suprimentos, agrícola.",,anigo,unicamp,são paulo,checkedin
223,campinas,brasil,engenharia de computação,não tenho,graduação,advanced,advanced,"excel i e ii, vba da univisagio, whitebelt, javascript e python pela sololearn, machine learning e deep learning pela udemy",masculino,"empreendedorismo social, educação",,conheço desde 2015,unicamp,são paulo,checkedin
224,limeira,brasil,engenharia ambiental,cpfl,graduação,advanced,intermediate,,masculino,"ambiental, sustentabilidade, energia",,facebook,unicamp,são paulo,confirmed
225,campinas,brasil,engenharia civil,,graduação,intermediate,intermediate,,feminino,gestão,,empresa júnior,unicamp,são paulo,checkedin
226,são paulo,brasil,engenharia química,bcg,graduação,advanced,intermediate,,feminino,consultoria,,amigos,unicamp,são paulo,confirmed
227,campinas,,engenharia elétrica,,doutorado,advanced,advanced,,feminino,"pesquisa, data science",,facebook,unicamp,são paulo,confirmed
228,campinas,brasil,engenharia de computação,,graduação,advanced,intermediate,,masculino,engenharia,espanhol,facebook,unicamp,são paulo,confirmed
229,,afeganistão,engenharia de manufatura,,graduação,,,,masculino,"indústria automobilística, consultoria",,facebook,unicamp,,checkedin
230,campinas,brasil,enfermagem,hospital israelita albert einstein,graduação,intermediate,basic,,feminino,"consultoria, assistência",espanhol: avançado,facebook,unicamp,são paulo,confirmed
231,campinas,brasil,engenharia agrícola,john deere,graduação,intermediate,basic,,feminino,"consultoria, negócios, financeiro",italiano intermediário,fui da comissão organizadora,unicamp,são paulo,checkedin
232,valinhos,brasil,administração,,graduação,intermediate,intermediate,,feminino,financeiro,francês básico,"internet, facebook",faculdade anhanguera,são paulo,confirmed
233,maringá,brasil,engenharia química,uma empresa que tenha um propósito forte atrelado a tudo que faz!,graduação,intermediate,advanced,"excel para engenharia, inglês, lean six sigma - yellow belt, oratória.",feminino,"produção, melhoria contínua, qualidade, marketing, supply chain, pesquisa e desenvolvimento",,amigo que estuda na unicamp,universidade estadual de maringá,paraná,checkedin
234,campinas,brasil,engenharia ambiental,,mestrado,advanced,advanced,"arcgis, autocad",feminino,"consultoria ambiental, recursos hídricos, licenciamento ambiental, saneamento, drenagem urbana",espanhol básico,facebook,unifal-mg,são paulo,checkedin
235,são paulo,brasil,engenharia física,engie,graduação,advanced,advanced,"na pratica, curso de integrador solar pela lgl, design thinking pela elo concultoria",masculino,"energia, consultoria, fintech",alemão avançado,facebbok,usp - sc,são paulo,checkedin
236,valinhos,brasil,química tecnológica,,graduação,intermediate,intermediate,,feminino,"consultoria em química, pesquisa em química, geoquímica",,empresa junior,unicamp,são paulo,checkedin
237,campinas,brasil,arquitetura e urbanismo,saint gobain,graduação,intermediate,basic,técnico em design de interiores; cenografia,feminino,"comercial, qualidade, desenvolvimento de produtos",coreano basico (1b),pai,unicamp,são paulo,checkedin
